Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
18669,-8.6875,7.0625,1.5,0.07714844,-0.002441406,0.9145508,15.8208,15.99951,15.46777
18671,-7.875,8.6875,1.3125,0.06933594,0.004882813,0.8549805,15.8208,15.99951,15.46777
18674,-6.6875,9.25,0.625,0.1166992,0.01269531,0.8354492,15.8208,15.99951,15.46777
18676,-7,9.25,-0.125,0.1010742,-0.006347656,0.8588867,15.8208,15.99951,15.46777
18678,-8.0625,8.6875,-0.8125,0.1088867,0.004882813,0.8393555,15.8208,15.99951,15.46777
18680,-9.375,7.625,-1.3125,0.1049805,-0.01025391,0.8037109,15.82861,15.99951,15.46777
18682,-9.125,5.375,-1.5625,0.09716797,0.02050781,0.831543,15.82861,15.99951,15.46777
18684,-9.3125,1.875,-2.5,0.06542969,0.01660156,0.847168,15.82861,15.99951,15.46777
18686,-12.25,-1.25,-2.4375,0.04980469,0.02050781,0.831543,15.82861,15.99951,15.46777
18688,-14.1875,-4.25,-2.125,0.08105469,-0.002441406,0.831543,15.82324,15.99951,15.46777
18690,-16.8125,-6.25,-2.8125,0.02978516,-0.03369141,0.8671875,15.82324,15.99951,15.46777
18692,-18.375,-7.8125,-2.1875,0.03808594,-0.01416016,0.90625,15.82324,15.99951,15.46777
18694,-18.6875,-9.4375,-2.4375,0.002441406,-0.002441406,0.9145508,15.83887,15.99951,15.45703
18696,-19.625,-11.8125,-2.3125,0.06152344,-0.002441406,0.9458008,15.83887,15.99951,15.45703
18698,-19.75,-13.5625,-2.5625,0.04589844,-0.03759766,1.01709,15.83887,15.99951,15.45703
18700,-19.5625,-15.75,-2.25,0.02978516,-0.04541016,0.9892578,15.83887,15.99951,15.45703
18702,-18.1875,-18,-2,0.06152344,-0.01416016,1.020996,15.83643,15.99951,15.45996
18705,-17.1875,-18.9375,-1.5,0.05761719,-0.02197266,0.9697266,15.83643,15.99951,15.45996
18708,-16.8125,-19.5,-1,0.06152344,-0.01806641,0.9931641,15.83643,15.99951,15.45996
18710,-16.25,-18.625,-0.875,0.06933594,-0.02978516,0.9970703,15.82861,15.99951,15.45459
18712,-15.3125,-17.25,-0.875,0.04199219,0.004882813,0.9853516,15.82861,15.99951,15.45459
18714,-15.25,-15.625,-1.25,0.1049805,-0.04541016,1.024902,15.82861,15.99951,15.45459
18716,-16.25,-13.3125,-1.25,0.08496094,-0.02587891,1.032715,15.81787,15.99951,15.44922
18718,-17.375,-11.0625,-1.375,0.09716797,-0.01806641,1.072266,15.81787,15.99951,15.44922
18720,-17.3125,-10.1875,-1.3125,0.08105469,-0.06494141,1.060059,15.81787,15.99951,15.44922
18722,-17.875,-9.25,-1.625,0.07714844,-0.04931641,1.064453,15.81787,15.99951,15.44922
18724,-19.5625,-8.25,-1.5,0.06933594,-0.01025391,1.099609,15.81787,15.99951,15.44922
18726,-20.25,-7,-1.5625,0.07714844,-0.06494141,1.127441,15.81787,15.99951,15.44922
18728,-19.125,-5.625,-1.875,0.06933594,-0.04541016,1.131348,15.81787,15.99951,15.44922
18730,-17.4375,-4.25,-2.0625,0.06933594,-0.02978516,1.135254,15.82568,15.99951,15.45459
18732,-13.8125,-2.9375,-2.3125,0.04980469,-0.07666016,1.154785,15.82568,15.99951,15.45459
18734,-11.625,-1,-2.625,0.07324219,-0.02978516,1.135254,15.82568,15.99951,15.45459
18736,-9.9375,1.625,-1.625,0.07714844,-0.02587891,1.163086,15.83643,15.99951,15.45703
18738,-9.25,5.5,-3.375,0.06152344,-0.06103516,1.163086,15.83643,15.99951,15.45703
18741,-11.3125,9.75,-2.6875,0.09716797,-0.02197266,1.158691,15.83643,15.99951,15.45703
18743,-11.3125,12.875,-2.25,0.09716797,-0.05712891,1.158691,15.83643,15.99951,15.45703
18745,-9.75,14.6875,-2.8125,0.08496094,-0.04541016,1.146973,15.82568,15.99951,15.45459
18747,-8.8125,15.375,-2.125,0.06542969,-0.06884766,1.174805,15.82568,15.99951,15.45459
18749,-8.5,16.375,-2.5625,0.09716797,-0.03369141,1.146973,15.82568,15.99951,15.45459
18751,-7.5625,16.375,-2.375,0.06933594,-0.05712891,1.115723,15.83398,15.99951,15.45996
18753,-6.9375,15.5,-2.625,0.112793,-0.002441406,1.103516,15.83398,15.99951,15.45996
18755,-6.1875,15.375,-2.9375,0.08496094,-0.02587891,1.091797,15.83398,15.99951,15.45996
18757,-6.0625,15.3125,-2.875,0.1206055,0.004882813,1.158691,15.83398,15.99951,15.45996
18759,-6.75,14.5,-3.4375,0.08496094,-0.04541016,1.146973,15.83643,15.99951,15.45459
18761,-7.5625,12.875,-2.875,0.05371094,-0.04541016,1.13916,15.83643,15.99951,15.45459
18763,-7.5625,10.5,-2.4375,0.05761719,-0.01025391,1.103516,15.83643,15.99951,15.45459
18765,-8.125,7.375,-2.5625,0.04980469,-0.02978516,1.127441,15.83398,15.99951,15.45166
18767,-8.0625,4.5,-1.9375,0.04199219,-0.04541016,1.166992,15.83398,15.99951,15.45166
18769,-8.4375,2.6875,-1.5,0.04589844,-0.006347656,1.174805,15.83398,15.99951,15.45166
18771,-9.5625,2.0625,-1.0625,0.02978516,-0.02587891,1.194336,15.83105,15.99951,15.45166
18774,-9.3125,0.875,-1.25,0.02978516,0.004882813,1.22998,15.83105,15.99951,15.45166
18776,-8.8125,-0.875,-1.5,-0.000976563,-0.01806641,1.222168,15.83105,15.99951,15.45166
18778,-8.3125,-2.6875,-1.5625,0.01806641,0.000976563,1.26123,15.83105,15.99951,15.45166
18780,-7.375,-3.8125,-1.625,0.006347656,0.01660156,1.28125,15.83887,15.99951,15.44922
18782,-5.75,-4.3125,-1.75,0.01025391,0.008789063,1.277344,15.83887,15.99951,15.44922
18784,-5.0625,-4.75,-1.5625,-0.01318359,-0.01025391,1.241699,15.83887,15.99951,15.44922
18786,-4.25,-4.9375,-1.25,0.002441406,-0.01416016,1.277344,15.83887,15.99951,15.45166
18788,-3.6875,-6,-0.6875,-0.03662109,-0.01025391,1.312988,15.83887,15.99951,15.45166
18790,-3.125,-6.5,0.375,-0.04833984,-0.01025391,1.296875,15.83887,15.99951,15.45166
18792,-2.1875,-6.375,1.0625,-0.06005859,-0.04541016,1.296875,15.83887,15.99951,15.45166
18794,-1,-5.75,1.9375,-0.04052734,-0.02197266,1.304688,15.84424,15.99951,15.44385
18796,0,-4.625,2.3125,-0.03271484,0.000976563,1.328613,15.84424,15.99951,15.44385
18798,0.6875,-2.9375,2.75,-0.01708984,-0.01416016,1.312988,15.84424,15.99951,15.44385
18800,1.875,-1.1875,2.9375,-0.004882813,-0.02197266,1.340332,15.82568,15.99951,15.44385
18802,2.75,0.0625,2.75,-0.01318359,-0.02197266,1.304688,15.82568,15.99951,15.44385
18804,3.875,0.875,2.6875,-0.01708984,-0.01806641,1.340332,15.82568,15.99951,15.44385
18807,5.25,1.125,2.625,-0.008789063,0.004882813,1.340332,15.83887,15.99951,15.43066
18809,6.3125,1.8125,2.4375,-0.02490234,0.01269531,1.328613,15.83887,15.99951,15.43066
18811,7.0625,2.375,1.9375,0.01416016,-0.02197266,1.316895,15.83887,15.99951,15.43066
18813,7.6875,3.0625,1.6875,0.01025391,-0.006347656,1.292969,15.83887,15.99951,15.43066
18815,8.625,4.3125,1.25,0.01806641,-0.006347656,1.308594,15.83398,15.99951,15.44922
18817,9,5,0.875,-0.000976563,-0.01416016,1.273438,15.83398,15.99951,15.44922
18819,9.3125,5,0.8125,0.006347656,-0.01416016,1.273438,15.83398,15.99951,15.44922
18821,9.25,5.0625,0.875,-0.004882813,0.004882813,1.265625,15.83643,15.99951,15.44141
18823,9.0625,5.9375,0.9375,0.02197266,-0.02197266,1.28125,15.83643,15.99951,15.44141
18825,8.125,6.4375,1.375,0.006347656,-0.01025391,1.273438,15.83643,15.99951,15.44141
18827,7.75,6.75,1.6875,0.002441406,-0.02978516,1.233887,15.83643,15.99951,15.44141
18829,7.25,7.8125,2,-0.004882813,-0.002441406,1.249512,15.83643,15.99951,15.44141
18831,7.4375,8.3125,2.3125,-0.01708984,0.000976563,1.241699,15.83643,15.99951,15.44141
18833,7.3125,9.9375,1.9375,0.01025391,0.008789063,1.241699,15.83643,15.99951,15.44141
18835,7.375,11.1875,1.875,0.006347656,0.01660156,1.237793,15.83398,15.99951,15.44922
18839,7.375,12.6875,1.75,0.02587891,-0.006347656,1.226074,15.83398,15.99951,15.44922
18842,7.75,13.375,1.6875,0.01806641,0.000976563,1.253418,15.83398,15.99951,15.44922
18844,8.9375,13.8125,1.6875,-0.01318359,-0.02197266,1.214355,15.84424,15.99951,15.44922
18846,10.1875,13.25,2,0.01025391,-0.04541016,1.206055,15.84424,15.99951,15.44922
18848,11.5,12.625,2.375,-0.02490234,0.004882813,1.22998,15.84424,15.99951,15.44922
18850,11.9375,11.625,3.25,-0.02490234,-0.002441406,1.222168,15.84424,15.99951,15.44922
18852,12.625,10.5625,4.125,0.01416016,-0.03759766,1.186523,15.82568,15.99951,15.44922
18854,13.8125,10.125,4.3125,-0.000976563,-0.01025391,1.163086,15.82568,15.99951,15.44922
18856,14.8125,8.8125,4.375,-0.004882813,0.004882813,1.182617,15.82568,15.99951,15.44922
18858,15.8125,8.375,4.75,-0.02099609,-0.01806641,1.178711,15.84424,15.99951,15.44385
18860,16.125,8.5625,4.75,0.03369141,-0.002441406,1.154785,15.84424,15.99951,15.44385
18862,16.25,9.9375,4.9375,-0.004882813,-0.01806641,1.178711,15.84424,15.99951,15.44385
18864,16.75,10.3125,5.125,0.01416016,-0.01416016,1.115723,15.8418,15.99951,15.45703
18866,17.5,10.4375,4.9375,-0.000976563,-0.02197266,1.146973,15.8418,15.99951,15.45703
18868,18.1875,11.0625,4.9375,0.002441406,-0.01806641,1.119629,15.8418,15.99951,15.45703
18870,18.875,11,4.5625,0.06152344,-0.02978516,1.135254,15.8418,15.99951,15.45703
18872,18.9375,11.125,4.1875,0.04199219,-0.01806641,1.107422,15.83643,15.99951,15.45459
18875,19.0625,10.625,3.875,0.08105469,-0.002441406,1.080078,15.83643,15.99951,15.45459
18877,18.75,9.75,3.4375,0.07714844,-0.01806641,1.056152,15.83643,15.99951,15.45459
18879,18.5625,9.25,3.25,0.04980469,-0.01416016,1.040527,15.84668,15.99951,15.44678
18881,19,8.875,2.5625,0.07324219,0.000976563,1.032715,15.84668,15.99951,15.44678
18883,18.9375,8.6875,2.125,0.06152344,-0.02587891,0.9931641,15.84668,15.99951,15.44678
18885,18.75,8.8125,1.625,0.04980469,0.03613281,0.9931641,15.84668,15.99951,15.44678
18887,18.625,9.1875,1.625,0.08105469,-0.002441406,0.9814453,15.84424,15.99951,15.45166
18889,18.4375,9.1875,1.25,0.07324219,0.004882813,0.9458008,15.84424,15.99951,15.45166
18891,17.9375,9.1875,1.3125,0.06152344,-0.006347656,0.9814453,15.84424,15.99951,15.45166
18893,16.5625,9.125,1.3125,0.06152344,0.02050781,0.9379883,15.84424,15.99951,15.45166
18895,15.9375,8.4375,1.0625,0.09326172,-0.006347656,0.9853516,15.84424,15.99951,15.45166
18897,15.375,8.1875,0.875,0.04980469,-0.02197266,0.9658203,15.84424,15.99951,15.45166
18899,14.75,8.1875,0.625,0.05371094,0.01660156,0.9614258,15.8418,15.99951,15.44922
18901,14.4375,8.5,0.4375,0.03808594,0.02441406,0.9853516,15.8418,15.99951,15.44922
18903,14.125,8.75,0,0.06933594,0.000976563,0.9614258,15.8418,15.99951,15.44922
18905,14.3125,8.75,-0.125,0.08496094,0.03222656,0.9775391,15.8418,15.99951,15.44922
18908,13.9375,8,-0.6875,0.03808594,-0.02978516,0.9145508,15.84424,15.99951,15.44922
18910,14.0625,7.6875,-0.5625,0.03369141,0.01269531,0.9262695,15.84424,15.99951,15.44922
18912,13.875,7.8125,-0.5625,0.02978516,0.01269531,0.9101563,15.84424,15.99951,15.44922
18914,13.5625,8.0625,-0.5625,0.02978516,0.008789063,0.890625,15.84424,15.99951,15.4624
18916,13.375,8.125,-0.4375,0.03369141,-0.01025391,0.8867188,15.84424,15.99951,15.4624
18918,12.875,8.375,-0.25,0.03369141,0.02050781,0.8828125,15.84424,15.99951,15.4624
18920,12,8.875,0,0.03808594,-0.01416016,0.8632813,15.84424,15.99951,15.4624
18922,11.0625,9.125,0.0625,0.06542969,0.004882813,0.9023438,15.85205,15.99951,15.45166
18924,10.25,9.0625,0.0625,0.02197266,0.004882813,0.875,15.85205,15.99951,15.45166
18926,9.25,9.3125,-0.1875,0.04980469,0.000976563,0.90625,15.85205,15.99951,15.45166
18928,8.625,9.9375,-0.25,0.01806641,-0.002441406,0.8945313,15.83887,15.99951,15.45459
18930,8.375,10.8125,-0.625,0.006347656,0.008789063,0.890625,15.83887,15.99951,15.45459
18932,8.125,11.375,-0.75,0.02197266,0.01269531,0.9101563,15.83887,15.99951,15.45459
18934,8.1875,11.5625,-1.1875,-0.000976563,-0.01025391,0.8984375,15.8418,15.99951,15.44922
18936,8.9375,10.5,-1.4375,0.01806641,-0.006347656,0.8671875,15.8418,15.99951,15.44922
18938,10.3125,9.625,-1.625,0.01025391,0.02050781,0.8632813,15.8418,15.99951,15.44922
18941,10.6875,9.3125,-1.875,0.04589844,0.000976563,0.8432617,15.8418,15.99951,15.44922
18943,11.3125,9.75,-2.5625,0.02197266,0.02050781,0.8354492,15.83398,15.99951,15.45459
18945,10.875,9.9375,-2.625,0.006347656,0.000976563,0.8276367,15.83398,15.99951,15.45459
18947,9.3125,9.625,-2.75,-0.008789063,-0.002441406,0.8037109,15.83398,15.99951,15.45459
18949,8.9375,9.125,-3.0625,-0.01708984,-0.02197266,0.8354492,15.83887,15.99951,15.4624
18951,8.5,7.9375,-3.375,0.01806641,0.01269531,0.7802734,15.83887,15.99951,15.4624
18953,7.5625,6.4375,-3.4375,-0.000976563,-0.002441406,0.8076172,15.83887,15.99951,15.4624
18955,7,4.9375,-3.375,-0.004882813,0.000976563,0.8076172,15.83887,15.99951,15.4624
18957,5.9375,3.6875,-3.3125,-0.000976563,0.004882813,0.7763672,15.83887,15.99951,15.4624
18959,5.125,2.625,-2.9375,-0.02880859,0.01269531,0.8037109,15.83887,15.99951,15.4624
18961,4.3125,1.375,-2.5,-0.02490234,-0.006347656,0.7880859,15.83887,15.99951,15.4624
18963,3.25,-0.125,-1.8125,-0.01708984,0.004882813,0.7958984,15.83887,15.99951,15.45166
18965,2,-1.5625,-1.25,-0.02880859,-0.01416016,0.7802734,15.83887,15.99951,15.45166
18967,0.6875,-2.5,-0.8125,-0.008789063,-0.01416016,0.8198242,15.83887,15.99951,15.45166
18969,-0.0625,-2.5625,-0.375,-0.01318359,0.004882813,0.8588867,15.84668,15.99951,15.45166
18972,-0.375,-2.625,-0.3125,-0.02099609,-0.01416016,0.8945313,15.84668,15.99951,15.45166
18975,-0.625,-2.625,-0.4375,-0.01318359,0.01660156,0.8588867,15.84668,15.99951,15.45166
18977,0,-2.5625,-0.3125,-0.004882813,-0.002441406,0.8828125,15.84668,15.99951,15.45166
18979,1.375,-2.0625,-0.5,0.01025391,-0.006347656,0.8867188,15.8418,15.99951,15.45703
18981,2.375,-1.5,-0.125,-0.01318359,0.01269531,0.847168,15.8418,15.99951,15.45703
18983,3.5,-0.4375,-0.1875,0.01025391,0.01269531,0.8510742,15.8418,15.99951,15.45703
18985,4.6875,0.25,-0.4375,0.002441406,0.004882813,0.847168,15.84424,15.99951,15.45166
18987,4.6875,0.9375,-0.4375,0.01416016,0.004882813,0.7958984,15.84424,15.99951,15.45166
18989,4.5625,1.625,-0.4375,0.01806641,0.01660156,0.8393555,15.84424,15.99951,15.45166
18991,4.6875,1.375,-0.625,0.01806641,0.02832031,0.7998047,15.83643,15.99951,15.45996
18993,4.375,1,-0.5,0.04980469,0.01269531,0.7958984,15.83643,15.99951,15.45996
18995,2.8125,0.3125,-0.8125,-0.008789063,0.03222656,0.7802734,15.83643,15.99951,15.45996
18997,2.5625,0.0625,-1.25,0.03369141,0.01660156,0.831543,15.83643,15.99951,15.45996
18999,1.5625,-0.6875,-1.5625,0.03369141,-0.002441406,0.847168,15.83643,15.99951,15.4624
19001,0.8125,-1.4375,-1.875,0.05371094,0.01660156,0.8549805,15.83643,15.99951,15.4624
19003,0.0625,-1.75,-2.125,-0.01318359,0.01660156,0.8354492,15.83643,15.99951,15.4624
19005,-0.0625,-2.1875,-2.3125,0.03369141,-0.002441406,0.8789063,15.83643,15.99951,15.45459
19008,-0.5,-2.1875,-2.5625,-0.008789063,0.004882813,0.90625,15.83643,15.99951,15.45459
19010,0,-1.5,-2.5625,-0.02099609,-0.002441406,0.8710938,15.83643,15.99951,15.45459
19012,0.75,-0.75,-2.5,-0.02880859,-0.002441406,0.9262695,15.83643,15.99951,15.45459
19014,1,0,-2.5,-0.03662109,0.01660156,0.9418945,15.83643,15.99951,15.45166
19016,1.125,0.5,-2.4375,-0.01318359,0.01269531,0.8945313,15.83643,15.99951,15.45166
19018,1.625,1.125,-1.9375,-0.04443359,0.008789063,0.9418945,15.83643,15.99951,15.45166
19020,1.4375,1.3125,-1.5625,-0.03271484,0.008789063,0.890625,15.83643,15.99951,15.45166
19022,1.4375,0.875,-1.25,0.006347656,-0.002441406,0.8945313,15.83643,15.99951,15.45166
19024,0.8125,0.3125,-0.5,-0.04443359,-0.02197266,0.8984375,15.83643,15.99951,15.45166
19026,0.125,-0.375,-0.1875,-0.01318359,0.008789063,0.9223633,15.84668,15.99951,15.4624
19028,-0.1875,-0.5625,0.1875,-0.04052734,-0.02587891,0.890625,15.84668,15.99951,15.4624
19030,-0.5625,-0.375,0.1875,-0.000976563,0.000976563,0.8984375,15.84668,15.99951,15.4624
19032,-0.4375,0.125,0.3125,-0.02490234,0.01660156,0.90625,15.84668,15.99951,15.4624
19034,-0.6875,0.4375,0.3125,-0.02099609,-0.006347656,0.8945313,15.84424,15.99951,15.45459
19036,-0.625,0.5625,0.625,-0.02099609,0.01660156,0.90625,15.84424,15.99951,15.45459
19038,-1.125,0.4375,0.625,-0.01318359,0.004882813,0.890625,15.84424,15.99951,15.45459
19041,-1.6875,1.125,0.625,0.01806641,0.01269531,0.8984375,15.84424,15.99951,15.45996
19043,-1.4375,0.875,0.75,0.02197266,0.004882813,0.8984375,15.84424,15.99951,15.45996
19045,-1.625,0.625,0.9375,0.02587891,0.01269531,0.890625,15.84424,15.99951,15.45996
19047,-2.75,0,1.25,-0.01708984,0.02050781,0.9101563,15.84424,15.99951,15.45996
19049,-3.625,-0.4375,1.0625,0.03808594,0.02441406,0.8984375,15.84668,15.99951,15.45166
19051,-5.4375,-0.875,1.0625,0.002441406,0.03613281,0.8945313,15.84668,15.99951,15.45166
19053,-6.125,-1,0.875,0.01806641,0.02441406,0.9101563,15.84668,15.99951,15.45166
19055,-6.5625,-1.875,0.9375,-0.000976563,0.02050781,0.9575195,15.84424,15.99951,15.45166
19057,-6.9375,-2.8125,0.625,-0.008789063,0.03222656,0.9536133,15.84424,15.99951,15.45166
19059,-6.75,-3.5,0.4375,-0.000976563,0.02832031,0.9775391,15.84424,15.99951,15.45166
19061,-6.75,-3.6875,0.5,-0.000976563,-0.002441406,0.934082,15.84668,15.99951,15.45166
19063,-7.4375,-3.6875,0.625,-0.01318359,0.02050781,0.9970703,15.84668,15.99951,15.45166
19065,-7.5625,-3.6875,0.6875,-0.02880859,0.02832031,0.9775391,15.84668,15.99951,15.45166
19067,-7.625,-4.1875,0.6875,-0.01708984,0.02441406,1.020996,15.84668,15.99951,15.45166
19069,-7.25,-4.5625,1,-0.000976563,0.03222656,1.008789,15.84424,15.99951,15.44922
19071,-6.8125,-4.5625,0.875,-0.004882813,0.01269531,1.008789,15.84424,15.99951,15.44922
19074,-6.8125,-4.3125,0.9375,-0.008789063,0.008789063,0.9931641,15.84424,15.99951,15.44922
19076,-6.125,-4,1.125,-0.000976563,0.03613281,0.9970703,15.84668,15.99951,15.45459
19078,-5.6875,-3.375,0.9375,0.006347656,0.03613281,1.020996,15.84668,15.99951,15.45459
19080,-4.9375,-2.25,0.5625,0.02197266,0.05224609,0.9931641,15.84668,15.99951,15.45459
19082,-4.25,-1.4375,0.125,0.02587891,0.02441406,1.032715,15.84668,15.99951,15.45459
19084,-4.125,-1,0,0.03369141,0.04833984,1.028809,15.84668,15.99951,15.45459
19086,-3.9375,-0.6875,-0.125,0.01025391,0.04052734,1.032715,15.84668,15.99951,15.45459
19088,-3.8125,-0.375,-0.1875,0.03808594,0.02832031,1.024902,15.84668,15.99951,15.45459
19090,-3.5625,-0.125,-0.625,0.002441406,0.01269531,1.01709,15.84668,15.99951,15.44678
19092,-3.375,0.1875,-0.375,-0.000976563,0.01269531,1.028809,15.84668,15.99951,15.44678
19094,-3.4375,0.5625,-0.1875,-0.008789063,0.02050781,1.036621,15.84668,15.99951,15.44678
19096,-3.75,1.1875,0.1875,0.01806641,0.02050781,1.044434,15.84668,15.99951,15.45459
19098,-4.25,1.8125,0.5,-0.02880859,0.03613281,1.032715,15.84668,15.99951,15.45459
19100,-5.125,2.8125,0.6875,-0.004882813,0.000976563,1.044434,15.84668,15.99951,15.45459
19102,-5.3125,3.5625,1,-0.008789063,0.04052734,1.083984,15.84668,15.99951,15.45459
19106,-5.4375,4.0625,1.25,0.01806641,0.01660156,1.083984,15.85742,15.99951,15.45703
19109,-5.8125,3.75,1.6875,-0.02880859,0.01660156,1.083984,15.85742,15.99951,15.45703
19111,-5.5625,3.6875,1.875,-0.04052734,0.01269531,1.091797,15.85742,15.99951,15.45703
19113,-5.5625,3.5625,2.25,-0.01708984,-0.002441406,1.099609,15.84961,15.99951,15.44385
19115,-5.3125,3.8125,2.1875,-0.03271484,0.03222656,1.087891,15.84961,15.99951,15.44385
19117,-5.1875,4.0625,2.25,-0.03271484,-0.006347656,1.095703,15.84961,15.99951,15.44385
19119,-5.0625,4.8125,2.3125,-0.000976563,0.01269531,1.083984,15.84961,15.99951,15.43359
19121,-5.125,5.25,2.5625,-0.02490234,0.01269531,1.099609,15.84961,15.99951,15.43359
19123,-4.375,5.3125,2.8125,-0.01318359,0.01660156,1.099609,15.84961,15.99951,15.43359
19125,-3.875,5.25,2.75,-0.01708984,0.000976563,1.087891,15.84961,15.99951,15.43359
19127,-4.0625,5.3125,3.1875,-0.02099609,0.04052734,1.083984,15.85986,15.99951,15.44922
19129,-4.375,5.5,3.0625,-0.01318359,-0.01025391,1.087891,15.85986,15.99951,15.44922
19131,-4.5625,5.6875,3.25,-0.000976563,0.008789063,1.103516,15.85986,15.99951,15.44922
19133,-3.6875,5.25,3.125,-0.02880859,0.02832031,1.099609,15.85498,15.99951,15.43066
19135,-3.6875,4.375,3.3125,-0.01708984,0.01269531,1.099609,15.85498,15.99951,15.43066
19137,-2.75,2.6875,3.125,-0.008789063,-0.002441406,1.068359,15.85498,15.99951,15.43066
19139,-1.1875,0.8125,3.0625,-0.008789063,0.008789063,1.115723,15.85498,15.99951,15.43066
19142,-0.0625,-1.1875,2.875,0.01025391,0.02050781,1.083984,15.85498,15.99951,15.44922
19144,0.6875,-3.4375,2.8125,-0.008789063,0.02050781,1.076172,15.85498,15.99951,15.44922
19146,1.8125,-5.0625,2.5,-0.004882813,0.004882813,1.083984,15.85498,15.99951,15.44922
19148,2.125,-6.625,1.6875,0.02197266,0.008789063,1.087891,15.86523,15.99951,15.45703
19150,2.4375,-7.9375,1.25,0.03808594,0.03613281,1.068359,15.86523,15.99951,15.45703
19152,2.5625,-9,0.9375,0.01806641,0.03222656,1.020996,15.86523,15.99951,15.45703
19154,2.1875,-8.875,0.9375,0.04199219,0.01660156,1.036621,15.84668,15.99951,15.44678
19156,1.8125,-7.9375,0.4375,0.02978516,0.03613281,1.024902,15.84668,15.99951,15.44678
19158,0.9375,-6.375,0.1875,0.04199219,0.03222656,1.000977,15.84668,15.99951,15.44678
19160,0.4375,-4.6875,0.25,0.01806641,0.01269531,1.020996,15.84668,15.99951,15.44678
19162,-0.625,-3.375,0.4375,0.01025391,0.008789063,1.01709,15.85498,15.99951,15.44678
19164,-1.3125,-2.375,1,-0.000976563,0.000976563,1.036621,15.85498,15.99951,15.44678
19166,-1.6875,-1.125,0.875,-0.000976563,0.01269531,1.024902,15.85498,15.99951,15.44678
19168,-1.875,0.1875,1.25,0.02978516,0.01660156,1.01709,15.86523,15.99951,15.45166
19170,-2.375,1.6875,1.125,0.02587891,0.02832031,1.044434,15.86523,15.99951,15.45166
19172,-3.0625,4,1.1875,0.006347656,0.02832031,1.052246,15.86523,15.99951,15.45166
19175,-3.125,5.8125,1.25,0.002441406,0.01660156,1.024902,15.86523,15.99951,15.45166
19177,-2.9375,7.375,1.3125,0.02197266,0.01660156,1.01709,15.84961,15.99951,15.45166
19179,-2.125,9.1875,1.625,0.01416016,0.03613281,1.040527,15.84961,15.99951,15.45166
19181,-1.625,10.5,1.875,0.02978516,0.03613281,1.044434,15.84961,15.99951,15.45166
19183,-2,11.5,2.125,0.006347656,0.008789063,1.032715,15.86523,15.99951,15.44922
19185,-2.625,13.125,2.0625,-0.008789063,0.008789063,1.044434,15.86523,15.99951,15.44922
19187,-2.4375,13.375,2.25,0.01416016,-0.002441406,1.04834,15.86523,15.99951,15.44922
19189,-1.875,12.875,2.1875,0.02978516,-0.01806641,1.040527,15.87061,15.99951,15.44385
19191,-1.1875,11.6875,1.875,0.006347656,-0.002441406,1.064453,15.87061,15.99951,15.44385
19193,-0.875,11,1.3125,0.04589844,0.01269531,1.008789,15.87061,15.99951,15.44385
19195,-0.5625,9.4375,0.8125,0.02978516,0.02050781,1.036621,15.87061,15.99951,15.44385
19197,0.125,7.9375,0,0.01806641,0.02832031,1.01709,15.85498,15.99951,15.45166
19199,0.9375,5.8125,-0.75,0.03369141,0.03613281,0.9614258,15.85498,15.99951,15.45166
19201,1,3.5625,-1.0625,0.02197266,0.01269531,0.9853516,15.85498,15.99951,15.45166
19203,0.1875,1.1875,-1.375,0.01806641,0.01660156,0.9736328,15.86279,15.99951,15.44922
19205,0,-0.0625,-1.375,-0.01318359,-0.002441406,0.9458008,15.86279,15.99951,15.44922
19208,-0.75,-1.25,-0.9375,-0.01708984,0.004882813,0.9736328,15.86279,15.99951,15.44922
19210,-1.25,-1.9375,-0.4375,-0.02880859,-0.01416016,0.9575195,15.86523,15.99951,15.45166
19212,-2.3125,-2.3125,0.25,-0.01708984,-0.006347656,0.9697266,15.86523,15.99951,15.45166
19214,-3.125,-2.1875,0.4375,-0.000976563,0.01269531,1.020996,15.86523,15.99951,15.45166
19216,-3.875,-1.6875,0.8125,-0.008789063,0.02050781,1.020996,15.86523,15.99951,15.45166
19218,-4.125,-0.8125,0.875,-0.008789063,0.008789063,1.020996,15.86816,15.99951,15.43359
19220,-3.8125,-0.4375,0.625,0.01416016,0.01269531,1.020996,15.86816,15.99951,15.43359
19222,-3.6875,0.1875,0.75,-0.01708984,-0.006347656,1.036621,15.86816,15.99951,15.43359
19224,-3.4375,0.875,0.875,0.006347656,0.01660156,1.013184,15.85742,15.99951,15.44385
19226,-3.125,1.4375,0.3125,0.006347656,0.02050781,1.028809,15.85742,15.99951,15.44385
19228,-2.6875,2.0625,0.5625,-0.01318359,0.004882813,1.028809,15.85742,15.99951,15.44385
19230,-1.9375,2.25,0.5625,-0.01708984,0.004882813,1.008789,15.85742,15.99951,15.44385
19232,-1.375,2.625,0.875,-0.02490234,-0.01025391,1.008789,15.85986,15.99951,15.45703
19234,-0.9375,2.875,1,-0.02490234,0.008789063,0.9736328,15.85986,15.99951,15.45703
19236,-0.1875,3.625,1.4375,-0.02490234,-0.02978516,0.9853516,15.85986,15.99951,15.45703
